event_name,event_date,weight_class,fighter1,fighter2,method,round,outcome,timestamp
UFC Fight Night: Blanchfield vs. Barber,2025-05-31,Lightweight,Mateusz Gamrot,Ludovit Klein,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Blanchfield vs. Barber,2025-05-31,Welterweight,Ramiz Brahimaj,Billy Ray Goff,SUB              Guillotine Choke,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Blanchfield vs. Barber,2025-05-31,Light Heavyweight,Dustin Jacoby,Bruno Lopes,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Blanchfield vs. Barber,2025-05-31,Women's Featherweight,Ketlen Vieira,Macy Chiasson,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Blanchfield vs. Barber,2025-05-31,Middleweight,Zachary Reese,Dusko Todorovic,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Blanchfield vs. Barber,2025-05-31,Flyweight,Allan Nascimento,Jafel Filho,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Blanchfield vs. Barber,2025-05-31,Lightweight,Jordan Leavitt,Kurt Holobaugh,SUB              Anaconda Choke,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Blanchfield vs. Barber,2025-05-31,Lightweight,Bolaji Oki,Michael Aswell,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Blanchfield vs. Barber,2025-05-31,Women's Strawweight,Alice Ardelean,Rayanne dos Santos,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Burns vs. Morales,2025-05-17,Welterweight,Michael Morales,Gilbert Burns,KO/TKO              Punches,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Burns vs. Morales,2025-05-17,Lightweight,Mairon Santos,Sodiq Yusuff,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Burns vs. Morales,2025-05-17,Middleweight,Nursulton Ruziboev,Dustin Stoltzfus,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Burns vs. Morales,2025-05-17,Featherweight,Melquizael Costa,Julian Erosa,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Burns vs. Morales,2025-05-17,Lightweight,Gabe Green,Matheus Camilo,SUB              Rear Naked Choke,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Burns vs. Morales,2025-05-17,Lightweight,Jared Gordon,Thiago Moises,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Burns vs. Morales,2025-05-17,Featherweight,Yadier del Valle,Connor Matthews,SUB              Rear Naked Choke,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Burns vs. Morales,2025-05-17,Women's Bantamweight,Luana Santos,Tainara Lisboa,SUB              Keylock,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Burns vs. Morales,2025-05-17,Women's Strawweight,Denise Gomes,Elise Reed,KO/TKO              Punches,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Burns vs. Morales,2025-05-17,Flyweight,HyunSung Park,Carlos Hernandez,SUB              Rear Naked Choke,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Burns vs. Morales,2025-05-17,Women's Strawweight,Tecia Pennington,Luana Pinheiro,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 315: Muhammad vs. Della Maddalena,2025-05-10,Welterweight,Jack Della Maddalena,Belal Muhammad,U-DEC,5,fighter1,2025-06-06 18:22:58.060564
UFC 315: Muhammad vs. Della Maddalena,2025-05-10,Women's Flyweight,Valentina Shevchenko,Manon Fiorot,U-DEC,5,fighter1,2025-06-06 18:22:58.060564
UFC 315: Muhammad vs. Della Maddalena,2025-05-10,Featherweight,Aiemann Zahabi,Jose Aldo,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 315: Muhammad vs. Della Maddalena,2025-05-10,Women's Flyweight,Natalia Silva,Alexa Grasso,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 315: Muhammad vs. Della Maddalena,2025-05-10,Lightweight,Benoit Saint Denis,Kyle Prepolec,SUB              Arm Triangle,2,fighter1,2025-06-06 18:22:58.060564
UFC 315: Muhammad vs. Della Maddalena,2025-05-10,Welterweight,Mike Malott,Charles Radtke,KO/TKO              Punch,2,fighter1,2025-06-06 18:22:58.060564
UFC 315: Muhammad vs. Della Maddalena,2025-05-10,Women's Flyweight,Jasmine Jasudavicius,Jessica Andrade,SUB              Rear Naked Choke,1,fighter1,2025-06-06 18:22:58.060564
UFC 315: Muhammad vs. Della Maddalena,2025-05-10,Light Heavyweight,Modestas Bukauskas,Ion Cutelaba,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 315: Muhammad vs. Della Maddalena,2025-05-10,Light Heavyweight,Navajo Stirling,Ivan Erslan,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 315: Muhammad vs. Della Maddalena,2025-05-10,Middleweight,Marc-Andre Barriault,Bruno Silva,KO/TKO              Elbows,1,fighter1,2025-06-06 18:22:58.060564
UFC 315: Muhammad vs. Della Maddalena,2025-05-10,Featherweight,Daniel Santos,JeongYeong Lee,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 315: Muhammad vs. Della Maddalena,2025-05-10,Bantamweight,Bekzat Almakhan,Brad Katona,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Sandhagen vs. Figueiredo,2025-05-03,Bantamweight,Cory Sandhagen,Deiveson Figueiredo,KO/TKO,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Sandhagen vs. Figueiredo,2025-05-03,Middleweight,Reinier de Ridder,Bo Nickal,KO/TKO              Knee,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Sandhagen vs. Figueiredo,2025-05-03,Welterweight,Daniel Rodriguez,Santiago Ponzinibbio,KO/TKO              Punch,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Sandhagen vs. Figueiredo,2025-05-03,Bantamweight,Montel Jackson,Daniel Marcos,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Sandhagen vs. Figueiredo,2025-05-03,Bantamweight,Serhiy Sidey,Cameron Smotherman,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Sandhagen vs. Figueiredo,2025-05-03,Lightweight,Mason Jones,Jeremy Stephens,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Sandhagen vs. Figueiredo,2025-05-03,Women's Bantamweight,Yana Santos,Miesha Tate,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Sandhagen vs. Figueiredo,2025-05-03,Middleweight,Azamat Bekoev,Ryan Loder,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Sandhagen vs. Figueiredo,2025-05-03,Women's Strawweight,Gillian Robertson,Marina Rodriguez,KO/TKO              Punches,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Sandhagen vs. Figueiredo,2025-05-03,Bantamweight,Quang Le,Gaston Bolanos,SUB              Rear Naked Choke,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Sandhagen vs. Figueiredo,2025-05-03,Heavyweight,Thomas Petersen,Don'Tale Mayes,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Sandhagen vs. Figueiredo,2025-05-03,Women's Flyweight,Juliana Miller,Ivana Petrovic,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,Welterweight,Ian Machado Garry,Carlos Prates,U-DEC,5,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,Light Heavyweight,Zhang Mingyang,Anthony Smith,KO/TKO              Elbows,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,Featherweight,David Onama,Giga Chikadze,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,Middleweight,Abus Magomedov,Michel Pereira,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,Welterweight,Randy Brown,Nicolas Dalby,KO/TKO              Punch,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,Middleweight,Ikram Aliskerov,Andre Muniz,KO/TKO              Punches,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,Flyweight,Matt Schnell,Jimmy Flick,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,Lightweight,Evan Elder,Gauge Young,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,Featherweight,Chris Gutierrez,John Castaneda,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,Bantamweight,Da'Mon Blackshear, Alatengheili,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,Bantamweight,Malcolm Wellmaker,Cameron Saaiman,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,Women's Strawweight,Jaqueline Amorim,Polyana Viana,SUB              Rear Naked Choke,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,Featherweight,Timmy Cuamba,Roberto Romero,KO/TKO              Flying Knee,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,Women's Bantamweight,Joselyne Edwards,Chelsea Chandler,KO/TKO              Punches,1,fighter1,2025-06-06 18:22:58.060564
UFC 314: Volkanovski vs. Lopes,2025-04-12,Featherweight,Alexander Volkanovski,Diego Lopes,U-DEC,5,fighter1,2025-06-06 18:22:58.060564
UFC 314: Volkanovski vs. Lopes,2025-04-12,Lightweight,Paddy Pimblett,Michael Chandler,KO/TKO              Elbows,3,fighter1,2025-06-06 18:22:58.060564
UFC 314: Volkanovski vs. Lopes,2025-04-12,Featherweight,Yair Rodriguez,Patricio Freire,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 314: Volkanovski vs. Lopes,2025-04-12,Featherweight,Jean Silva,Bryce Mitchell,SUB              Guillotine Choke,2,fighter1,2025-06-06 18:22:58.060564
UFC 314: Volkanovski vs. Lopes,2025-04-12,Light Heavyweight,Dominick Reyes,Nikita Krylov,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC 314: Volkanovski vs. Lopes,2025-04-12,Featherweight,Dan Ige,Sean Woodson,KO/TKO              Punches,3,fighter1,2025-06-06 18:22:58.060564
UFC 314: Volkanovski vs. Lopes,2025-04-12,Women's Strawweight,Virna Jandiroba,Yan Xiaonan,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 314: Volkanovski vs. Lopes,2025-04-12,Lightweight,Chase Hooper,Jim Miller,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 314: Volkanovski vs. Lopes,2025-04-12,Featherweight,Julian Erosa,Darren Elkins,KO/TKO              Punches,1,fighter1,2025-06-06 18:22:58.060564
UFC 314: Volkanovski vs. Lopes,2025-04-12,Middleweight,Michal Oleksiejczuk,Sedriques Dumas,KO/TKO              Punches,1,fighter1,2025-06-06 18:22:58.060564
UFC 314: Volkanovski vs. Lopes,2025-04-12,Flyweight,Sumudaerji,Mitch Raposo,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 314: Volkanovski vs. Lopes,2025-04-12,Middleweight,Marco Tulio,Tresean Gore,KO/TKO              Punch,2,fighter1,2025-06-06 18:22:58.060564
UFC 314: Volkanovski vs. Lopes,2025-04-12,Women's Bantamweight,Nora Cornolle,Hailey Cowan,SUB              Rear Naked Choke,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Emmett vs. Murphy,2025-04-05,Featherweight,Lerone Murphy,Josh Emmett,U-DEC,5,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Emmett vs. Murphy,2025-04-05,Featherweight,Pat Sabatini,Joanderson Brito,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Emmett vs. Murphy,2025-04-05,Bantamweight,ChangHo Lee,Cortavious Romious,KO/TKO              Elbows,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Emmett vs. Murphy,2025-04-05,Middleweight,Brad Tavares,Gerald Meerschaert,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Emmett vs. Murphy,2025-04-05,Flyweight,Ode Osbourne,Luis Gurule,KO/TKO              Punch,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Emmett vs. Murphy,2025-04-05,Middleweight,Torrez Finney,Robert Valentin,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Emmett vs. Murphy,2025-04-05,Women's Flyweight,Dione Barbosa,Diana Belbita,SUB              Arm Triangle,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Emmett vs. Murphy,2025-04-05,Welterweight,Rhys McKee,Daniel Frunza,KO/TKO,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Emmett vs. Murphy,2025-04-05,Women's Strawweight,Loma Lookboonmee,Istela Nunes,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Emmett vs. Murphy,2025-04-05,Bantamweight,Victor Henry,Pedro Falcao,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Emmett vs. Murphy,2025-04-05,Heavyweight,Martin Buday,Uran Satybaldiev,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Emmett vs. Murphy,2025-04-05,Women's Strawweight,Talita Alencar,Vanessa Demopoulos,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Moreno vs. Erceg,2025-03-29,Flyweight,Brandon Moreno,Steve Erceg,U-DEC,5,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Moreno vs. Erceg,2025-03-29,Lightweight,Manuel Torres,Drew Dober,KO/TKO              Punches,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Moreno vs. Erceg,2025-03-29,Flyweight,Edgar Chairez,CJ Vergara,SUB              Rear Naked Choke,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Moreno vs. Erceg,2025-03-29,Bantamweight,Raul Rosas Jr.,Vince Morales,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Moreno vs. Erceg,2025-03-29,Bantamweight,David Martinez,Saimon Oliveira,KO/TKO              Knee,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Moreno vs. Erceg,2025-03-29,Flyweight,Kevin Borjas,Ronaldo Rodriguez,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Moreno vs. Erceg,2025-03-29,Middleweight,Ateba Gautier,Jose Daniel Medina,KO/TKO              Knee,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Moreno vs. Erceg,2025-03-29,Featherweight,Melquizael Costa,Christian Rodriguez,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Moreno vs. Erceg,2025-03-29,Women's Strawweight,Loopy Godinez,Julia Polastri,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Moreno vs. Erceg,2025-03-29,Lightweight,Rafa Garcia,Vinc Pichel,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Moreno vs. Erceg,2025-03-29,Featherweight,Jamall Emmers,Gabriel Miranda,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Moreno vs. Erceg,2025-03-29,Lightweight,MarQuel Mederos,Austin Hubbard,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Edwards vs. Brady,2025-03-22,Welterweight,Sean Brady,Leon Edwards,SUB              Guillotine Choke,4,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Edwards vs. Brady,2025-03-22,Light Heavyweight,Carlos Ulberg,Jan Blachowicz,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Edwards vs. Brady,2025-03-22,Welterweight,Kevin Holland,Gunnar Nelson,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Edwards vs. Brady,2025-03-22,Women's Strawweight,Alexia Thainara,Molly McCann,SUB              Rear Naked Choke,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Edwards vs. Brady,2025-03-22,Lightweight,Chris Duncan,Jordan Vucenic,SUB              Guillotine Choke,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Edwards vs. Brady,2025-03-22,Featherweight,Nathaniel Wood,Morgan Charriere,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Edwards vs. Brady,2025-03-22,Lightweight,Chris Padilla,Jai Herbert,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Edwards vs. Brady,2025-03-22,Flyweight,Lone'er Kavanagh,Felipe dos Santos,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Edwards vs. Brady,2025-03-22,Heavyweight,Marcin Tybura,Mick Parkin,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Edwards vs. Brady,2025-03-22,Middleweight,Christian Leroy Duncan,Andrey Pulyaev,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Edwards vs. Brady,2025-03-22,Women's Strawweight,Shauna Bannon,Puja Tomar,SUB              Armbar,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Edwards vs. Brady,2025-03-22,Bantamweight,Caolan Loughran,Nathan Fletcher,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Edwards vs. Brady,2025-03-22,Lightweight,Kaue Fernandes,Guram Kutateladze,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Vettori vs. Dolidze 2,2025-03-15,Middleweight,Roman Dolidze,Marvin Vettori,U-DEC,5,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Vettori vs. Dolidze 2,2025-03-15,Welterweight,Chidi Njokuani,Elizeu Zaleski dos Santos,KO/TKO              Knee,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Vettori vs. Dolidze 2,2025-03-15,Lightweight,Alexander Hernandez,Kurt Holobaugh,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Vettori vs. Dolidze 2,2025-03-15,Bantamweight,Da'Mon Blackshear,Cody Gibson,SUB              Kimura,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Vettori vs. Dolidze 2,2025-03-15,Light Heavyweight,Brendson Ribeiro,Diyar Nurgozhay,SUB              Kimura,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Vettori vs. Dolidze 2,2025-03-15,Featherweight,Kevin Vallejos,SeungWoo Choi,KO/TKO              Punches,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Vettori vs. Dolidze 2,2025-03-15,Heavyweight,Waldo Cortes-Acosta,Ryan Spann,KO/TKO              Punches,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Vettori vs. Dolidze 2,2025-03-15,Bantamweight,SuYoung You,AJ Cunningham,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Vettori vs. Dolidze 2,2025-03-15,Bantamweight,Carlos Vera,Josias Musasa,SUB              Rear Naked Choke,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Vettori vs. Dolidze 2,2025-03-15,Women's Strawweight,Sam Hughes,Stephanie Luciano,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Vettori vs. Dolidze 2,2025-03-15,Flyweight,Andre Lima,Daniel Barez,SUB              Rear Naked Choke,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Vettori vs. Dolidze 2,2025-03-15,Women's Bantamweight,Priscila Cachoeira,Josiane Nunes,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Vettori vs. Dolidze 2,2025-03-15,Women's Flyweight,Carli Judice,Yuneisy Duben,KO/TKO              Kick,1,fighter1,2025-06-06 18:22:58.060564
UFC 313: Pereira vs. Ankalaev,2025-03-08,Light Heavyweight,Magomed Ankalaev,Alex Pereira,U-DEC,5,fighter1,2025-06-06 18:22:58.060564
UFC 313: Pereira vs. Ankalaev,2025-03-08,Lightweight,Justin Gaethje,Rafael Fiziev,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 313: Pereira vs. Ankalaev,2025-03-08,Lightweight,Ignacio Bahamondes,Jalin Turner,SUB              Triangle Choke,1,fighter1,2025-06-06 18:22:58.060564
UFC 313: Pereira vs. Ankalaev,2025-03-08,Women's Strawweight,Amanda Lemos,Iasmin Lucindo,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 313: Pereira vs. Ankalaev,2025-03-08,Lightweight,Mauricio Ruffy,King Green,KO/TKO              Kick,1,fighter1,2025-06-06 18:22:58.060564
UFC 313: Pereira vs. Ankalaev,2025-03-08,Flyweight,Joshua Van,Rei Tsuruya,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 313: Pereira vs. Ankalaev,2025-03-08,Middleweight,Brunno Ferreira,Armen Petrosyan,SUB              Armbar,2,fighter1,2025-06-06 18:22:58.060564
UFC 313: Pereira vs. Ankalaev,2025-03-08,Welterweight,Carlos Leal,Alex Morono,KO/TKO              Punches,1,fighter1,2025-06-06 18:22:58.060564
UFC 313: Pereira vs. Ankalaev,2025-03-08,Featherweight,Mairon Santos,Francis Marshall,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 313: Pereira vs. Ankalaev,2025-03-08,Middleweight,Ozzy Diaz,Djorden Santos,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Kape vs. Almabayev,2025-03-01,Flyweight,Manel Kape,Asu Almabayev,KO/TKO              Punches,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Kape vs. Almabayev,2025-03-01,Middleweight,Cody Brundage,Julian Marquez,KO/TKO              Punches,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Kape vs. Almabayev,2025-03-01,Lightweight,Nasrat Haqparast,Esteban Ribovics,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Kape vs. Almabayev,2025-03-01,Featherweight,Hyder Amil,William Gomis,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Kape vs. Almabayev,2025-03-01,Welterweight,Sam Patterson,Danny Barlow,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Kape vs. Almabayev,2025-03-01,Heavyweight,Mario Pinto,Austen Lane,KO/TKO              Punch,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Kape vs. Almabayev,2025-03-01,Featherweight,Chepe Mariscal,Ricardo Ramos,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Kape vs. Almabayev,2025-03-01,Featherweight,Danny Silva,Lucas Almeida,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Kape vs. Almabayev,2025-03-01,Women's Flyweight,JJ Aldrich,Andrea Lee,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Kape vs. Almabayev,2025-03-01,Flyweight,Ramazan Temirov,Charles Johnson,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Cejudo vs. Song,2025-02-22,Bantamweight,Song Yadong,Henry Cejudo,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Cejudo vs. Song,2025-02-22,Middleweight,Anthony Hernandez,Brendan Allen,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Cejudo vs. Song,2025-02-22,Catch Weight,Rob Font,Jean Matsumoto,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Cejudo vs. Song,2025-02-22,Featherweight,Jean Silva,Melsik Baghdasaryan,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Cejudo vs. Song,2025-02-22,Light Heavyweight,Alonzo Menifield,Julius Walker,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Cejudo vs. Song,2025-02-22,Light Heavyweight,Ion Cutelaba,Ibo Aslan,SUB              Arm Triangle,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Cejudo vs. Song,2025-02-22,Featherweight,Melquizael Costa,Andre Fili,SUB              Guillotine Choke,1,fighter1,2025-06-06 18:22:58.060564
